source	nct_id	minimum_age	maximum_age	arm_name	ae	sae	subjects_at_risk	female	male	age_m	age_s	bmi_m	bmi_s	total_derived	fu_days	ctgov_group_code_bas	ctgov_group_code_aes	gender_elig	hard_outcome	type_comparison	comparison_type	cmprsn
ctg	NCT00923091	18		Olmesartan/Amlodipine 40mg/10mg	37	7	325	192	144	57	9.7				378	B8	E8	All	0	diff_class3	cc3	C03
ctg	NCT00923091	18		Olmesartan/Amlodipine 40mg/5mg	43	5	332	170	167	56.4	10.4				378	B7	E7	All	0	diff_class3	cc3	C03
ctg	NCT00923091	18		Olmesartan/Amlodipine/Hydrochlorothiazide 20mg/5mg/12.5 mg	67	55	329	182	153	56	10.81				378	B1	E1	All	0	diff_class3	cc3	C03
ctg	NCT00923091	18		Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/10mg/12.5mg	42	3	329	181	155	57	10.72				378	B4	E4	All	0	diff_class3	cc3	C03
ctg	NCT00923091	18		Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/10mg/25mg	52	7	332	178	158	55.9	11.08				378	B5	E5	All	0	diff_class3	cc3	C03
ctg	NCT00923091	18		Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/5mg/12.5mg	53	9	334	171	165	56.8	10.36				378	B2	E2	All	0	diff_class3	cc3	C03
ctg	NCT00923091	18		Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/5mg/25mg	35	22	331	184	152	56.5	10.92				378	B3	E3	All	0	diff_class3	cc3	C03
ctg	NCT00923091	18		Total	356	109	2645	1443	1246	56.5	10.53				378	B9	Total	All	0	diff_class3	cc3	C03
ctg	NCT00926289	18		Telmisartan 40/80 mg	1	1	294	125	169	57.6	11.9				49	B1	E1	All	0	diff_class3	cc3	C03
ctg	NCT00926289	18		Telmisartan 40/80 mg + HCTZ 12.5/25 mg	0	0	594	285	309	56.8	11.3				49	B2	E2	All	0	diff_class3	cc3	C03
ctg	NCT00926289	18		Total	1	1	888	410	478	57	11.5				49	B3	Total	All	0	diff_class3	cc3	C03
ctg	NCT00927394	18		Combination Therapy: Aliskiren + Valsartan	43	9	574	233	341	55	9.3				56	B1	E1	All	0	diff_class5	cc5	C09XA
ctg	NCT00927394	18		Monotherapy: Valsartan	45	9	565	244	321	55.2	9.6				56	B2	E2	All	0	diff_class5	cc5	C09XA
ctg	NCT00927394	18		Total	88	18	1139	477	662	55.1	9.44				56	B3	Total	All	0	diff_class5	cc5	C09XA
ctg	NCT00931710	18		Losartan / HCTZ	10	2	247	111	136	57.1	9.69				42	B2	E2	All	0	diff_class3	cc3	C08
jo	NCT00931710	18		Total	198	3	488	213	275	56.1	9.81	32.5	6.15	jo	84			All	0	diff_class3	cc3	C08
ctg	NCT00931710	18		Total	24	3	488	213	275	56.1	9.81				42	B3	Total	All	0	diff_class3	cc3	C08
ctg	NCT00931710	18		Valsartan / Amlodipine / HCTZ	14	1	241	102	139	55	9.83				42	B1	E1	All	0	diff_class3	cc3	C08
ctg	NCT00942994	18		Aliskiren / Amlodipine	21	3	209	100	109	54.7	10.19				56	B2	E2	All	0	diff_class3	cc3	C03
ctg	NCT00942994	18		Aliskiren / Amlodipine / HCTZ	22	0	202	107	95	55.7	9.79				56	B1	E1	All	0	diff_class3	cc3	C03
ctg	NCT00942994	18		Total	43	3	411	207	204	55.2	10				56	B3	Total	All	0	diff_class3	cc3	C03
ctg	NCT00949884	18		Losartan	152	4	469	211	258	52.1	9.76	32.28	6.619		56	B3	E3	All	0	placebo	cc_plac	C09CA01|C09CA08
ctg	NCT00949884	18		Olmesartan	133	0	420	190	230	52	9.84	32.41	6.089		56	B1	E1	All	0	placebo	cc_plac	C09CA01|C09CA08
ctg	NCT00949884	18		Placebo Followed by Olmesartan	21	0	52	27	25	49.9	8.67	33.62	8.103		56	B2	E2	All	0	placebo	cc_plac	C09CA01|C09CA08
jo	NCT00949884	18		Total	293	4	941	428	513	51.9	9.7	32.35	6.35	jo	56			All	0	placebo	cc_plac	C09CA01|C09CA08
ctg	NCT00949884	18		Total	306	4	941	428	513	51.9	9.74	32.41	6.48		56	B4	Total	All	0	placebo	cc_plac	C09CA01|C09CA08
ng	NCT00956644	18		amlodipine		0	143								77			All	0	diff_class3	cc3	C09
ng	NCT00956644	18		irbesartan/amlodipine		2	144								77			All	0	diff_class3	cc3	C09
ng	NCT00956644	18		Total		2	287							calculated	77			All	0	diff_class3	cc3	C09
ng	NCT00957554	18		irbesartan		1	165								77			All	0	diff_class3	cc3	C08
ng	NCT00957554	18		irbesartan/amlodipine		1	155								77			All	0	diff_class3	cc3	C08
ng	NCT00957554	18		Total		2	320							calculated	77			All	0	diff_class3	cc3	C08
ng	NCT00993109	18	75	"adalat (nifedipine, baya1040) and valsartan"	65	2	178	87.576	90.424	56.3					84			All	0	diff_class3	cc3	C08
ng	NCT00993109	18	75	diovan (valsartan)	58	1	182	84.084	97.916	55.5					84			All	0	diff_class3	cc3	C08
ng	NCT00993109	18	75	Total	123	3	360	171.66	188.34	55.89555556				calculated	84			All	0	diff_class3	cc3	C08
ctg	NCT00996281	18		Azilsartan Medoxomil and Chlorthalidone	241	24	418	192	226	58.5	10.79	31.4	6.21		364	B1	E1	All	0	diff_class5	cc5	C03AA|C03BA
ctg	NCT00996281	18		Olmesartan Medoxomil and Hydrochlorothiazide	209	26	419	173	246	57.6	10.8	31.9	6.63		364	B2	E2	All	0	diff_class5	cc5	C03AA|C03BA
ctg	NCT00996281	18		Total	450	50	837	365	472	58.1	10.8	31.7	6.42		364	B3	Total	All	0	diff_class5	cc5	C03AA|C03BA
ctg	NCT01001572	18	85	Total	1	1	654	291	360	53	9.43				56	B3	Total	All	0	diff_class3	cc3	C08
ctg	NCT01001572	18	85	Valsartan 160 mg	1	1	325	150	173	53.1	9.41				56	B2	E2	All	0	diff_class3	cc3	C08
ctg	NCT01001572	18	85	Valsartan/Amlodipine 160/5 mg	0	0	329	141	187	52.9	9.47				56	B1	E1	All	0	diff_class3	cc3	C08
ctg	NCT01033071	18		Azilsartan Medoxomil 20-40mg/Chlorthalidone 12.5-25mg QD	142	1	355	132	223	56.4	10.49	31.4	5.94		84	B1	E1	All	0	diff_class5	cc5	C03AA|C03BA
ctg	NCT01033071	18		Azilsartan Medoxomil 40-80mg/Chlorthalidone 12.5-25mg QD	154	10	352	151	201	56.7	10.07	31.9	6.59		84	B2	E2	All	0	diff_class5	cc5	C03AA|C03BA
ctg	NCT01033071	18		Olmesartan Medoxomil 20-40mg/Hydrochlorothiazide 12.5-25mg QD	102	8	364	159	205	56.7	10.86	31.6	5.92		84	B3	E3	All	0	diff_class5	cc5	C03AA|C03BA
ctg	NCT01033071	18		Total	398	19	1071	442	629	56.6	10.47	31.6	6.15		84	B4	Total	All	0	diff_class5	cc5	C03AA|C03BA
ctg	NCT01042392	18		Aliskiren (Period II and III)	1	1	248	133	116	61	11.4				56	B2	E3	All	0	diff_class5	cc5	C09AA|C09XA
ctg	NCT01042392	18		Ramipril (Period II and III)	3	3	257	142	115	59.8	11.6				56	B1	E1	All	0	diff_class5	cc5	C09AA|C09XA
jo	NCT01042392	18		Total	98	4	506	275	231	60.4	11.5			jo	56			All	0	diff_class5	cc5	C09AA|C09XA
ctg	NCT01042392	18		Total	4	4	745	275	231	60.4	11.5				56	B3	Total	All	0	diff_class5	cc5	C09AA|C09XA
ng	NCT01071122	20	70	"nifedipine (adalat, baya1040) 30mg"		2	184											All	0	diff_class3	cc3	C08|C09
ng	NCT01071122	20	70	"nifedipine (adalat, baya1040) 60mg"		1	68	15.0008	52.9992	48.01		25.81	3.36					All	0	diff_class3	cc3	C08|C09
ng	NCT01071122	20	70	"nifedipine (adalat, baya1040) and valsartan"		0	66	17.9982	48.0018	47.74		25.91	3.2					All	0	diff_class3	cc3	C08|C09
ng	NCT01071122	20	70	Total		3	570							calculated				All	0	diff_class3	cc3	C08|C09
ng	NCT01071122	20	70	valsartan 160mg		0	69	20.2929	48.7071	49.88		26.27	4.34					All	0	diff_class3	cc3	C08|C09
ng	NCT01071122	20	70	valsartan 80mg		0	183											All	0	diff_class3	cc3	C08|C09
ng	NCT01075698	40	79	ARB group		0	615	256	359	66	9	25	4		1095.75			All	0	diff_class3	cc3	C09|non
ng	NCT01075698	40	79	Non-ARB group		0	613	257	356	66	10	25	4		1095.75			All	0	diff_class3	cc3	C09|non
ng	NCT01075698	40	79	Total		0	1228	513	715	66	9.512334227	25	4	calculated	1095.75			All	0	diff_class3	cc3	C09|non
ng	NCT01101009	40	80	Olmesartan/amlodipine		4	244	68	176	60.9	9.21	31.1	4.14		168			All	0	diff_class5	cc5	C09AA|C09CA
ng	NCT01101009	40	80	Perindopril+amlodipine		4	242	62	180	60.8	9.38	31.5	4.38		168			All	0	diff_class5	cc5	C09AA|C09CA
ng	NCT01101009	40	80	Total		8	486	130	356	60.85020576	9.29503741	31.29917695	4.261194106	calculated	168			All	0	diff_class5	cc5	C09AA|C09CA
ctg	NCT01167153	18	65	Nifedipine	33	1	282	135	133	53.1	8.72				84	B2	E2	All	0	diff_class3	cc3	C09
jo	NCT01167153	18	65	Total	46	1	564	294	270	53.5	8.66	25.39	3.12	jo	84			All	0	diff_class3	cc3	C09
ctg	NCT01167153	18	65	Total	47	1	564	270	270	53.5	8.63				84	B3	Total	All	0	diff_class3	cc3	C09
ctg	NCT01167153	18	65	Valsartan/Amlodipine	14	0	282	135	137	53.8	8.59				84	B1	E1	All	0	diff_class3	cc3	C09
ctg	NCT01237223	20		Aliskiren 150 mg	21	0	157	39	118	55	9.96				56	B2	E2	All	0	placebo	cc_plac	C08CA01|C09XA02
ctg	NCT01237223	20		Aliskiren/Amlodipine 150/2.5 mg	17	0	159	51	108	54.6	11.11				56	B5	E5	All	0	placebo	cc_plac	C08CA01|C09XA02
ctg	NCT01237223	20		Aliskiren/Amlodipine 150/5 mg	20	1	159	57	102	55.5	9.86				56	B6	E6	All	0	placebo	cc_plac	C08CA01|C09XA02
ctg	NCT01237223	20		Amlodipine 2.5 mg	19	2	158	45	113	54.8	10.25				56	B3	E3	All	0	placebo	cc_plac	C08CA01|C09XA02
ctg	NCT01237223	20		Amlodipine 5 mg	22	1	158	51	107	55.8	10.05				56	B4	E4	All	0	placebo	cc_plac	C08CA01|C09XA02
ctg	NCT01237223	20		Placebo (Double Blind)	21	0	153	45	108	54.6	8.35				56	B1	E1	All	0	placebo	cc_plac	C08CA01|C09XA02
ctg	NCT01237223	20		Total	260	8	2286	288	656	55.1	9.96				56	B7	Total	All	0	placebo	cc_plac	C08CA01|C09XA02
ctg	NCT01368536	18		Total	62	0	417	216	200	55.1	9.2				84	B4	Total	All	0	diff_class3	cc3	C03|C08
ctg	NCT01368536	18		Valturna	23	0	138	73	65	54.7	8.65				84	B1	E1	All	0	diff_class3	cc3	C03|C08
ctg	NCT01368536	18		Valturna + Amlodipine	16	0	137	73	64	56	9.56				84	B2	E2	All	0	diff_class3	cc3	C03|C08
ctg	NCT01368536	18		Valturna + Chlorthalidone	23	0	142	70	71	54.6	9.35				84	B3	E3	All	0	diff_class3	cc3	C03|C08
ng	NCT01508026	18		Nebivolol and Valsartan Fixed Dose Combination 1		2	555	255	300	50.9	10.1	31.9	6.3		112			All	0	placebo	cc_plac	C07AB12|C09CA03
ng	NCT01508026	18		Nebivolol and Valsartan Fixed Dose Combination 2		2	555	240	315	51.6	9.8	32	6		112			All	0	placebo	cc_plac	C07AB12|C09CA03
ng	NCT01508026	18		Nebivolol and Valsartan Fixed Dose Combination 3		1	554	241	313	50.8	9.7	32	6.5		112			All	0	placebo	cc_plac	C07AB12|C09CA03
ng	NCT01508026	18		Nebivolol High Dose		4	554	257	297	51.5	10.8	32	6.3		112			All	0	placebo	cc_plac	C07AB12|C09CA03
ng	NCT01508026	18		Nebivolol Low Dose		2	555	248	307	51.7	10.2	32.1	6.3		112			All	0	placebo	cc_plac	C07AB12|C09CA03
ng	NCT01508026	18		Placebo		27	277	129	148	51.1	10.4	32.6	6		112			All	0	placebo	cc_plac	C07AB12|C09CA03
ng	NCT01508026	18		Total		47	4159	1851	2308	51.31348882	10.19390681	32.01327242	6.189439721	calculated	112			All	0	placebo	cc_plac	C07AB12|C09CA03
ng	NCT01508026	18		Valsartan High Dose		5	554	259	295	51.1	10.7	32	6		112			All	0	placebo	cc_plac	C07AB12|C09CA03
ng	NCT01508026	18		Valsartan Low Dose		4	555	222	333	51.7	9.9	31.8	6		112			All	0	placebo	cc_plac	C07AB12|C09CA03
ng	NCT01518855	20	79	Amlodipine/Valsartan		4	260								112			All	0	diff_class7	cc7	C08CA01|C08CA05
ng	NCT01518855	20	79	Nifedipine/Valsartan		3	245								112			All	0	diff_class7	cc7	C08CA01|C08CA05
ng	NCT01518855	20	79	Total		7	505							calculated	112			All	0	diff_class7	cc7	C08CA01|C08CA05
ctg	NCT01599104	20		LCZ696 200 mg	49	1	387	123	264	57.9	10.87				56	B1	E1	All	0	diff_class5	cc5	C09DX
ctg	NCT01599104	20		LCZ696 400 mg	48	1	385	117	268	58.7	10.5				56	B2	E2	All	0	diff_class5	cc5	C09DX
ctg	NCT01599104	20		Olmesartan 20 mg	53	7	389	103	286	59.6	10.5				56	B3	E3	All	0	diff_class5	cc5	C09DX
jo	NCT01599104	20		Total	423	9	1161	343	818	58.7	10.64	25.4	3.66	jo	56			All	0	diff_class5	cc5	C09DX
ctg	NCT01599104	20		Total	150	9	1161	343	818	58.7	10.64				56	B4	Total	All	0	diff_class5	cc5	C09DX
ctg	NCT01615198	65		LCZ696	56	7	296	154	142	70.5	4.67				70	B1	E1	All	0	diff_class5	cc5	C09DX
ctg	NCT01615198	65		Olmesartan	46	2	292	140	152	70.9	4.67				70	B2	E2	All	0	diff_class5	cc5	C09DX
jo	NCT01615198	65		Total	254	9	588	294	294	70.7	4.67	24.5	3.19	jo	98			All	0	diff_class5	cc5	C09DX
ctg	NCT01615198	65		Total	102	9	588	294	294	70.7	4.67				70	B3	Total	All	0	diff_class5	cc5	C09DX
ctg	NCT01785472	18		LCZ696 200 mg	71	5	478	227	252	57.5	10.17				56	B1	E1	All	0	diff_class5	cc5	C09DX
ctg	NCT01785472	18		LCZ696 400 mg	66	3	472	229	243	58.1	9.71				56	B2	E2	All	0	diff_class5	cc5	C09DX
ctg	NCT01785472	18		Olmesartan 20 mg	72	6	484	223	261	57.4	10.14				56	B3	E3	All	0	diff_class5	cc5	C09DX
ctg	NCT01785472	18		Total	209	14	1434	679	756	57.7	10.01				56	B4	Total	All	0	diff_class5	cc5	C09DX
ng	NCT01838850	20	75	Olmesartan/Amlodipine/Hydrochlorothiazide 20/5/12.5mg		2	167	52	115	56.1	10.1	26.5	3.3		112			All	0	diff_class3	cc3	C08
ng	NCT01838850	20	75	Olmesartan/Hydrochlorothiazide 20/12.5mg		1	171	51	120	56.4	10.7	26.8	3.3		112			All	0	diff_class3	cc3	C08
ng	NCT01838850	20	75	Total		3	338	103	235	56.25177515	10.40789535	26.65177515	3.3	calculated	112			All	0	diff_class3	cc3	C08
ctg	NCT01876368	18		LCZ696 200 mg	7	0	188	91	97	57.1	10.19				56	B1	E1	All	0	diff_class5	cc5	C09DX
ctg	NCT01876368	18		Olmesartan 20 mg	12	2	187	92	95	58	9.09				56	B2	E2	All	0	diff_class5	cc5	C09DX
jo	NCT01876368	18		Total	85	2	376	184	192	57.6	9.65			jo	56			All	0	diff_class5	cc5	C09DX
ctg	NCT01876368	18		Total	19	2	375	183	192	57.6	9.65				56	B3	Total	All	0	diff_class5	cc5	C09DX
ng	NCT01928628	20	75	Lercanidipine 10mg		0	151	47	104	56.5	9.6	25.8	3		56			All	0	diff_class3	cc3	C09
ng	NCT01928628	20	75	Lercanidipine 10mg		0	151	47	104	56.5	9.6	25.8	3		112			All	0	diff_class3	cc3	C09
ng	NCT01928628	20	75	Lercanidipine 10mg /Valsartan 160mg		0	156	48	108	55.1	9.9	25.7	2.7		56			All	0	diff_class3	cc3	C09
ng	NCT01928628	20	75	Lercanidipine 10mg /Valsartan 160mg		0	156	48	108	55.1	9.9	25.7	2.7		112			All	0	diff_class3	cc3	C09
ng	NCT01928628	20	75	Lercanidipine 10mg /Valsartan 80mg		2	159	50	109	54.9	10.2	25.5	3		56			All	0	diff_class3	cc3	C09
ng	NCT01928628	20	75	Lercanidipine 10mg /Valsartan 80mg		2	159	50	109	54.9	10.2	25.5	3		112			All	0	diff_class3	cc3	C09
ng	NCT01928628	20	75	Total		2	466	145	321	55.48540773	9.908203944	25.66416309	2.903022183	calculated	56			All	0	diff_class3	cc3	C09
ng	NCT01928628	20	75	Total		2	466	145	321	55.48540773	9.908203944	25.66416309	2.903022183	calculated	112			All	0	diff_class3	cc3	C09
ctg	NCT01975246	20	100	Telmisartan and Amlodipine+HCTZ	36	0	149	22	127	54.4	9.1				56	B1	E1	All	0	diff_class3	cc3	C03
ctg	NCT01975246	20	100	Telmisartan+Amlodipine	14	0	160	30	130	55	9.7				56	B2	E2	All	0	diff_class3	cc3	C03
ctg	NCT01975246	20	100	Total	50	0	309	52	257	54.7	9.4				56	B3	Total	All	0	diff_class3	cc3	C03
ng	NCT02172586	18		Losartan		1.98	180								168			All	0	diff_class7	cc7	C09CA01|C09CA07
ng	NCT02172586	18		Telmisartan		2.928	183								168			All	0	diff_class7	cc7	C09CA01|C09CA07
ng	NCT02172586	18		Total		4.908	363							calculated	168			All	0	diff_class7	cc7	C09CA01|C09CA07
ng	NCT02177409	18		Total		12	431							reported	84			All	0	diff_class3	cc3	C08|C09
jo	NCT02177435	18	80	Total		3	491							jo	56			All	0	placebo	cc_plac	C03AA03|C09CA07
jo	NCT02177461	65		Total	120	18	374							jo	168			All	0	diff_class5	cc5	C09AA|C09CA
jo	NCT02177500	18	80	Total	126	1	327							jo	84			All	0	placebo	cc_plac	C03AA03|C09CA07
ng	NCT02183701	18		Losartan + Hydrochlorothiazide 50/12.5mg	91		363								70			All	0	diff_class3	cc3	C03
ng	NCT02183701	18		Telmisartan 80mg	88		351								70			All	0	diff_class3	cc3	C03
ng	NCT02183701	18		Total	179		714							calculated	70			All	0	diff_class3	cc3	C03
ng	NCT02200653	18		Losartan 50mg		2	199								56			All	0	diff_class7	cc7	C09CA01|C09CA07
ng	NCT02200653	18		Telmisartan 40mg		2	188								56			All	0	diff_class7	cc7	C09CA01|C09CA07
ng	NCT02200653	18		Telmisartan 80mg		1	113								56			All	0	diff_class7	cc7	C09CA01|C09CA07
ng	NCT02200653	18		Total		5	500							calculated	56			All	0	diff_class7	cc7	C09CA01|C09CA07
ng	NCT02242318	18		Telmisartan		0	224								56			All	0	diff_class7	cc7	C09CA03|C09CA07
ng	NCT02242318	18		Total		2	440							calculated	56			All	0	diff_class7	cc7	C09CA03|C09CA07
ng	NCT02242318	18		Valsartan		2	216								56			All	0	diff_class7	cc7	C09CA03|C09CA07
ng	NCT02269176			Total	69.15		300							reported	84			All	0	diff_class7	cc7	C09CA01|C09CA07
ng	NCT02738632	19		Telmisartan/Amlodipine		0	155	29	126	63.4	10.4	26.3	3.3		56			All	0	diff_class3	cc3	C03
ng	NCT02738632	19		Telmisartan/Amlodipine+Hydrochlorothiazide		0	155	36	119	62	10.8	26.6	3.6		56			All	0	diff_class3	cc3	C03
ng	NCT02738632	19		Total		0	310	65	245	62.7	10.60188662	26.45	3.45325933	calculated	56			All	0	diff_class3	cc3	C03
