sid,nct_id,inclusion_exclusion,criteria_sentences,classification_result,caption,cui,term,negated,uncertain,temporal_constraint,measurement_constraint,dose_constraint
16,NCT00699192,Exclusion,moderate was defined as retinal signs of hemorrhage ; microaneurysm ; cotton-wool spot ; hard exudates ; or a combination thereof,Condition Occurrence,Other,C1547226,moderate,FALSE,FALSE,NA,NA,NA
16,NCT00699192,Exclusion,moderate was defined as retinal signs of hemorrhage ; microaneurysm ; cotton-wool spot ; hard exudates ; or a combination thereof,Condition Occurrence,Other,C3539106,defined,FALSE,FALSE,NA,NA,NA
17,NCT00699192,Exclusion,malignant defined as signs of moderate retinopathy plus swelling of the optic disk .,Condition Occurrence,Condition,C0334590;C1533592,malignant,FALSE,FALSE,NA,NA,NA
17,NCT00699192,Exclusion,malignant defined as signs of moderate retinopathy plus swelling of the optic disk .,Condition Occurrence,Condition,C0035309;C1962966,retinopathy,FALSE,FALSE,NA,NA,NA
17,NCT00699192,Exclusion,malignant defined as signs of moderate retinopathy plus swelling of the optic disk .,Condition Occurrence,Condition,C0038999,swelling,FALSE,FALSE,NA,NA,NA
17,NCT00699192,Exclusion,malignant defined as signs of moderate retinopathy plus swelling of the optic disk .,Condition Occurrence,Condition,C0029127,optic disk,FALSE,FALSE,NA,NA,NA
17,NCT00699192,Exclusion,malignant defined as signs of moderate retinopathy plus swelling of the optic disk .,Condition Occurrence,Other,C3539106,defined,FALSE,FALSE,NA,NA,NA
17,NCT00699192,Exclusion,malignant defined as signs of moderate retinopathy plus swelling of the optic disk .,Condition Occurrence,Other,C1547226,moderate,FALSE,FALSE,NA,NA,NA
18,NCT00699192,Exclusion,known or suspected contraindications ; including history of allergy or hypersensitivity to angiotensin receptor blockers ( arb ) ; calcium channel blockers ( ccb ) ; or to drugs with similar chemical structures .,Drug Exposure,Condition,C0175556,ccb,FALSE,FALSE,NA,NA,NA
18,NCT00699192,Exclusion,known or suspected contraindications ; including history of allergy or hypersensitivity to angiotensin receptor blockers ( arb ) ; calcium channel blockers ( ccb ) ; or to drugs with similar chemical structures .,Drug Exposure,Drug,C0521942;C0815017,angiotensin receptor blockers,FALSE,FALSE,NA,NA,NA
18,NCT00699192,Exclusion,known or suspected contraindications ; including history of allergy or hypersensitivity to angiotensin receptor blockers ( arb ) ; calcium channel blockers ( ccb ) ; or to drugs with similar chemical structures .,Drug Exposure,Drug,C0006684,calcium channel blockers,FALSE,FALSE,NA,NA,NA
18,NCT00699192,Exclusion,known or suspected contraindications ; including history of allergy or hypersensitivity to angiotensin receptor blockers ( arb ) ; calcium channel blockers ( ccb ) ; or to drugs with similar chemical structures .,Drug Exposure,Procedure,C3687832,drugs,FALSE,FALSE,NA,NA,NA
18,NCT00699192,Exclusion,known or suspected contraindications ; including history of allergy or hypersensitivity to angiotensin receptor blockers ( arb ) ; calcium channel blockers ( ccb ) ; or to drugs with similar chemical structures .,Drug Exposure,Observation,C0020517;C0520946,hypersensitivity,FALSE,FALSE,NA,NA,NA
18,NCT00699192,Exclusion,known or suspected contraindications ; including history of allergy or hypersensitivity to angiotensin receptor blockers ( arb ) ; calcium channel blockers ( ccb ) ; or to drugs with similar chemical structures .,Drug Exposure,Other,C0489531;C0718579;C3542994;C3539909;C1314973;C1547315;C1611280,allergy,FALSE,FALSE,NA,NA,NA
18,NCT00699192,Exclusion,known or suspected contraindications ; including history of allergy or hypersensitivity to angiotensin receptor blockers ( arb ) ; calcium channel blockers ( ccb ) ; or to drugs with similar chemical structures .,Drug Exposure,Other,C0521942;C2678493,arb,FALSE,FALSE,NA,NA,NA
18,NCT00699192,Exclusion,known or suspected contraindications ; including history of allergy or hypersensitivity to angiotensin receptor blockers ( arb ) ; calcium channel blockers ( ccb ) ; or to drugs with similar chemical structures .,Drug Exposure,Other,C0220806;C3272558,chemical,FALSE,FALSE,NA,NA,NA
19,NCT00699192,Exclusion,history of cerebrovascular accident ; thrombotic stroke ; or transient ischemic attack .,Condition Occurrence,Condition,C0038454,cerebrovascular accident,FALSE,FALSE,NA,NA,NA
19,NCT00699192,Exclusion,history of cerebrovascular accident ; thrombotic stroke ; or transient ischemic attack .,Condition Occurrence,Condition,C0007787,transient ischemic attack,FALSE,FALSE,NA,NA,NA
19,NCT00699192,Exclusion,history of cerebrovascular accident ; thrombotic stroke ; or transient ischemic attack .,Condition Occurrence,Condition,C0242129,thrombotic stroke,FALSE,FALSE,NA,NA,NA
20,NCT00699192,Exclusion,significant history of coronary artery disease ( cad ) such as any history of myocardial infarction ( mi ) ; angina pectoris ; and all types of revascularization procedures .,Condition Occurrence,Condition,C1956346;C0010068;C0010054,coronary artery disease,FALSE,FALSE,NA,NA,NA
20,NCT00699192,Exclusion,significant history of coronary artery disease ( cad ) such as any history of myocardial infarction ( mi ) ; angina pectoris ; and all types of revascularization procedures .,Condition Occurrence,Condition,C0002962;C0577698;C0235467;C0542052;C0010073;C0541777;C0235462,angina pectoris,FALSE,FALSE,NA,NA,NA
20,NCT00699192,Exclusion,significant history of coronary artery disease ( cad ) such as any history of myocardial infarction ( mi ) ; angina pectoris ; and all types of revascularization procedures .,Condition Occurrence,Other,C1956346;C0011905;C0010068;C0170509,cad,FALSE,FALSE,NA,NA,NA
20,NCT00699192,Exclusion,significant history of coronary artery disease ( cad ) such as any history of myocardial infarction ( mi ) ; angina pectoris ; and all types of revascularization procedures .,Condition Occurrence,Other,C0027051;C2926063;C0428953,myocardial infarction,FALSE,FALSE,NA,NA,NA
20,NCT00699192,Exclusion,significant history of coronary artery disease ( cad ) such as any history of myocardial infarction ( mi ) ; angina pectoris ; and all types of revascularization procedures .,Condition Occurrence,Other,C0027051;C0025953;C3496280;C0278960,mi,FALSE,FALSE,NA,NA,NA
21,NCT00699192,Exclusion,history of or diagnosis of congestive heart failure grade ii - grade iv according to the new york heart association ( nyha ) classification .,Condition Occurrence,Condition,C0018802,congestive heart failure,FALSE,FALSE,NA,NA,NA
21,NCT00699192,Exclusion,history of or diagnosis of congestive heart failure grade ii - grade iv according to the new york heart association ( nyha ) classification .,Condition Occurrence,Condition,C0018787;C0153500;C0153957;C0795691;C1281570,heart,FALSE,FALSE,NA,NA,NA
21,NCT00699192,Exclusion,history of or diagnosis of congestive heart failure grade ii - grade iv according to the new york heart association ( nyha ) classification .,Condition Occurrence,Other,C0441802;C0475270,grade ii,FALSE,FALSE,NA,NA,NA
21,NCT00699192,Exclusion,history of or diagnosis of congestive heart failure grade ii - grade iv according to the new york heart association ( nyha ) classification .,Condition Occurrence,Other,C0677510;C0021440;C3496001,iv,FALSE,FALSE,NA,NA,NA
21,NCT00699192,Exclusion,history of or diagnosis of congestive heart failure grade ii - grade iv according to the new york heart association ( nyha ) classification .,Condition Occurrence,Other,C1275491,nyha classification,FALSE,FALSE,NA,NA,NA
22,NCT00699192,Exclusion,clinically significant valvular heart disease .,Condition Occurrence,Condition,C0018824;C1963123,valvular heart disease,FALSE,FALSE,NA,NA,NA
23,NCT00699192,Exclusion,all patients with type 1 diabetes mellitus and those patients with type 2 diabetes mellitus who ; in the opinion of the investigator ; were not well controlled,Condition Occurrence,Condition,C0011854,type 1 diabetes,FALSE,FALSE,NA,NA,NA
23,NCT00699192,Exclusion,all patients with type 1 diabetes mellitus and those patients with type 2 diabetes mellitus who ; in the opinion of the investigator ; were not well controlled,Condition Occurrence,Condition,C0011860,type 2 diabetes,FALSE,FALSE,NA,NA,NA
24,NCT00699192,Exclusion,patients who needed oral anti-diabetic medication to adequately control their type 2 diabetes had to be on a stable dose of oral anti-diabetic medication for at least 4 weeks prior to visit 1 .,Drug Exposure,Condition,C0011860,type 2 diabetes,FALSE,FALSE,NA,NA,NA
24,NCT00699192,Exclusion,patients who needed oral anti-diabetic medication to adequately control their type 2 diabetes had to be on a stable dose of oral anti-diabetic medication for at least 4 weeks prior to visit 1 .,Drug Exposure,Drug,C1272919,oral,FALSE,FALSE,NA,NA,NA
24,NCT00699192,Exclusion,patients who needed oral anti-diabetic medication to adequately control their type 2 diabetes had to be on a stable dose of oral anti-diabetic medication for at least 4 weeks prior to visit 1 .,Drug Exposure,Drug,C0935929,anti-diabetic,FALSE,FALSE,NA,NA,NA
24,NCT00699192,Exclusion,patients who needed oral anti-diabetic medication to adequately control their type 2 diabetes had to be on a stable dose of oral anti-diabetic medication for at least 4 weeks prior to visit 1 .,Drug Exposure,Drug,C1272919,oral,FALSE,FALSE,NA,NA,NA
24,NCT00699192,Exclusion,patients who needed oral anti-diabetic medication to adequately control their type 2 diabetes had to be on a stable dose of oral anti-diabetic medication for at least 4 weeks prior to visit 1 .,Drug Exposure,Drug,C0935929,anti-diabetic,FALSE,FALSE,greater_equal 4 weeks,NA,NA
24,NCT00699192,Exclusion,patients who needed oral anti-diabetic medication to adequately control their type 2 diabetes had to be on a stable dose of oral anti-diabetic medication for at least 4 weeks prior to visit 1 .,Drug Exposure,Other,C1547311,stable,FALSE,FALSE,NA,NA,NA
25,NCT00699192,Exclusion,concomitant potentially life threatening arrhythmia or symptomatic arrhythmia .,Condition Occurrence,Condition,C2826244;C3537125,life threatening,FALSE,FALSE,NA,NA,NA
25,NCT00699192,Exclusion,concomitant potentially life threatening arrhythmia or symptomatic arrhythmia .,Condition Occurrence,Condition,C0003811,arrhythmia,FALSE,FALSE,NA,NA,NA
25,NCT00699192,Exclusion,concomitant potentially life threatening arrhythmia or symptomatic arrhythmia .,Condition Occurrence,Condition,C0003811,arrhythmia,FALSE,FALSE,NA,NA,NA
26,NCT00699192,Exclusion,second degree heart block or third degree heart block with or without a pacemaker .,Observation,Condition,C0018794;C0542001;C0037188,heart block,FALSE,FALSE,NA,NA,NA
26,NCT00699192,Exclusion,second degree heart block or third degree heart block with or without a pacemaker .,Observation,Condition,C0018794;C0542001;C0037188,heart block,FALSE,FALSE,NA,NA,NA
26,NCT00699192,Exclusion,second degree heart block or third degree heart block with or without a pacemaker .,Observation,Observation,C0542560,degree,FALSE,FALSE,NA,NA,NA
26,NCT00699192,Exclusion,second degree heart block or third degree heart block with or without a pacemaker .,Observation,Observation,C0542560,degree,FALSE,FALSE,NA,NA,NA
26,NCT00699192,Exclusion,second degree heart block or third degree heart block with or without a pacemaker .,Observation,Other,C3275122;C1546728,pacemaker,FALSE,FALSE,NA,NA,NA
27,NCT00699192,Exclusion,significant hepatic disease ; as demonstrated by any one of the following : aspartate aminotransferase ( ast ) or alanine aminotransferase ( alt ) values greater than two times the upper limit of normal at visit 1 ; a history of hepatic encephalopathy ; a history of esophageal varices ; or a history of a portocaval shunt .,Observation,Condition,C0023895,hepatic disease,FALSE,FALSE,NA,NA,NA
27,NCT00699192,Exclusion,significant hepatic disease ; as demonstrated by any one of the following : aspartate aminotransferase ( ast ) or alanine aminotransferase ( alt ) values greater than two times the upper limit of normal at visit 1 ; a history of hepatic encephalopathy ; a history of esophageal varices ; or a history of a portocaval shunt .,Observation,Condition,C0019151,hepatic encephalopathy,FALSE,FALSE,NA,NA,NA
27,NCT00699192,Exclusion,significant hepatic disease ; as demonstrated by any one of the following : aspartate aminotransferase ( ast ) or alanine aminotransferase ( alt ) values greater than two times the upper limit of normal at visit 1 ; a history of hepatic encephalopathy ; a history of esophageal varices ; or a history of a portocaval shunt .,Observation,Condition,C0014867,esophageal varices,FALSE,FALSE,NA,NA,NA
27,NCT00699192,Exclusion,significant hepatic disease ; as demonstrated by any one of the following : aspartate aminotransferase ( ast ) or alanine aminotransferase ( alt ) values greater than two times the upper limit of normal at visit 1 ; a history of hepatic encephalopathy ; a history of esophageal varices ; or a history of a portocaval shunt .,Observation,Procedure,C0032716,portocaval shunt,FALSE,FALSE,NA,NA,NA
27,NCT00699192,Exclusion,significant hepatic disease ; as demonstrated by any one of the following : aspartate aminotransferase ( ast ) or alanine aminotransferase ( alt ) values greater than two times the upper limit of normal at visit 1 ; a history of hepatic encephalopathy ; a history of esophageal varices ; or a history of a portocaval shunt .,Observation,Observation,C0004002;C0201899,aspartate aminotransferase,FALSE,FALSE,NA,NA,NA
27,NCT00699192,Exclusion,significant hepatic disease ; as demonstrated by any one of the following : aspartate aminotransferase ( ast ) or alanine aminotransferase ( alt ) values greater than two times the upper limit of normal at visit 1 ; a history of hepatic encephalopathy ; a history of esophageal varices ; or a history of a portocaval shunt .,Observation,Observation,C0004002,ast,FALSE,FALSE,NA,NA,NA
27,NCT00699192,Exclusion,significant hepatic disease ; as demonstrated by any one of the following : aspartate aminotransferase ( ast ) or alanine aminotransferase ( alt ) values greater than two times the upper limit of normal at visit 1 ; a history of hepatic encephalopathy ; a history of esophageal varices ; or a history of a portocaval shunt .,Observation,Observation,C0001899;C0201836,alanine aminotransferase,FALSE,FALSE,NA,NA,NA
27,NCT00699192,Exclusion,significant hepatic disease ; as demonstrated by any one of the following : aspartate aminotransferase ( ast ) or alanine aminotransferase ( alt ) values greater than two times the upper limit of normal at visit 1 ; a history of hepatic encephalopathy ; a history of esophageal varices ; or a history of a portocaval shunt .,Observation,Observation,C1140170;C2257651,alt,FALSE,FALSE,NA,NA,NA
28,NCT00699192,Exclusion,evidence of renal impairment as determined by any one of the following : glomerular filtration rate ( gfr ) < 50 ml / min / 1.773 m2 as measured by the modification of diet in renal disease ( mdrd ) formula at visit 1 ; a history of dialysis ; or a history of nephrotic syndrome .,Observation,Condition,C1565489;C0035078,renal impairment,FALSE,FALSE,NA,NA,NA
28,NCT00699192,Exclusion,evidence of renal impairment as determined by any one of the following : glomerular filtration rate ( gfr ) < 50 ml / min / 1.773 m2 as measured by the modification of diet in renal disease ( mdrd ) formula at visit 1 ; a history of dialysis ; or a history of nephrotic syndrome .,Observation,Condition,C0022658,renal disease,FALSE,FALSE,NA,NA,NA
28,NCT00699192,Exclusion,evidence of renal impairment as determined by any one of the following : glomerular filtration rate ( gfr ) < 50 ml / min / 1.773 m2 as measured by the modification of diet in renal disease ( mdrd ) formula at visit 1 ; a history of dialysis ; or a history of nephrotic syndrome .,Observation,Condition,C0027726,nephrotic syndrome,FALSE,FALSE,NA,NA,NA
28,NCT00699192,Exclusion,evidence of renal impairment as determined by any one of the following : glomerular filtration rate ( gfr ) < 50 ml / min / 1.773 m2 as measured by the modification of diet in renal disease ( mdrd ) formula at visit 1 ; a history of dialysis ; or a history of nephrotic syndrome .,Observation,Procedure,C0011946;C0917873,dialysis,FALSE,FALSE,NA,NA,NA
28,NCT00699192,Exclusion,evidence of renal impairment as determined by any one of the following : glomerular filtration rate ( gfr ) < 50 ml / min / 1.773 m2 as measured by the modification of diet in renal disease ( mdrd ) formula at visit 1 ; a history of dialysis ; or a history of nephrotic syndrome .,Observation,Observation,C0017654,gfr,FALSE,FALSE,NA,lower 50 ml/min; equal 1.773 m2,NA
28,NCT00699192,Exclusion,evidence of renal impairment as determined by any one of the following : glomerular filtration rate ( gfr ) < 50 ml / min / 1.773 m2 as measured by the modification of diet in renal disease ( mdrd ) formula at visit 1 ; a history of dialysis ; or a history of nephrotic syndrome .,Observation,Observation,C3541902,measured,FALSE,FALSE,NA,NA,NA
28,NCT00699192,Exclusion,evidence of renal impairment as determined by any one of the following : glomerular filtration rate ( gfr ) < 50 ml / min / 1.773 m2 as measured by the modification of diet in renal disease ( mdrd ) formula at visit 1 ; a history of dialysis ; or a history of nephrotic syndrome .,Observation,Other,C0017654;C1561549,glomerular filtration rate,FALSE,FALSE,NA,NA,NA
28,NCT00699192,Exclusion,evidence of renal impairment as determined by any one of the following : glomerular filtration rate ( gfr ) < 50 ml / min / 1.773 m2 as measured by the modification of diet in renal disease ( mdrd ) formula at visit 1 ; a history of dialysis ; or a history of nephrotic syndrome .,Observation,Other,C0012159;C1519433;C1561465;C1550559;C1549512,diet,FALSE,FALSE,NA,NA,NA
28,NCT00699192,Exclusion,evidence of renal impairment as determined by any one of the following : glomerular filtration rate ( gfr ) < 50 ml / min / 1.773 m2 as measured by the modification of diet in renal disease ( mdrd ) formula at visit 1 ; a history of dialysis ; or a history of nephrotic syndrome .,Observation,Other,C1705501;C0489829,formula,FALSE,FALSE,NA,NA,NA
29,NCT00699192,Exclusion,history of clinically significant allergies including asthma or multiple drug allergies .,Condition Occurrence,Condition,C0020517,allergies,FALSE,FALSE,NA,NA,NA
29,NCT00699192,Exclusion,history of clinically significant allergies including asthma or multiple drug allergies .,Condition Occurrence,Condition,C0004096,asthma,FALSE,FALSE,NA,NA,NA
29,NCT00699192,Exclusion,history of clinically significant allergies including asthma or multiple drug allergies .,Condition Occurrence,Condition,C0013182,drug allergies,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Condition,C1378698,distribution,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Condition,C0504085,excretion,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Condition,C0025519,metabolism,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Condition,C0021853,bowel,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Condition,C3244313,inactive,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Condition,C0021853,bowel,FALSE,FALSE,lower 12 months,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Condition,C0017152,gastritis,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Condition,C1559265,gastrointestinal,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Condition,C0267596,rectal bleeding,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Condition,C0178879,urinary tract obstruction,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Drug,C0718247,active,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Drug,C0718247,active,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Procedure,C0399610,gastrointestinal tract surgery,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Procedure,C0017118,gastrectomy,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Procedure,C1960832,gastric banding,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Procedure,C0149701,gastric stapling,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Procedure,C0017125,gastric bypass,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Procedure,C0741614,bowel resection,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Other,C1561579;C1561578,medical,FALSE,FALSE,NA,NA,NA
30,NCT00699192,Exclusion,any surgical condition or medical condition with the potential to significantly alter the absorption ; distribution ; metabolism ; or excretion of any drug including but not limited to any of the following : history of major gastrointestinal tract surgery such as gastrectomy ; gastroenterostomy ; bowel resection ; gastric bypass ; gastric stapling ; or gastric banding ; currently active inflammatory bowel or inactive inflammatory bowel syndrome within 12 months prior to visit 1 ; currently active gastritis ; ulcers ; or gastrointestinal / rectal bleeding ; or urinary tract obstruction regarded as clinically meaningful by the investigator .,Condition Occurrence,Other,C0013227;C1254351;C0740721,drug,FALSE,FALSE,NA,NA,NA
