nct_id,ctgov_group_code,arm_name_ae,same_name_as_baseline,name_baseline,adverse_event_term,frequency_threshold,default_vocab,subjects_affected,subjects_at_risk,description
NCT00765674,E3,Amlodipine / Hydrochlorothiazide,TRUE,Amlodipine / Hydrochlorothiazide,"Total, other adverse events",5,MedDRA,26,295,"Patients received an amlodipine 5 mg capsule plus a hydrochlorothiazide 12.5 mg capsule for 4 weeks and then were force titrated up to amlodipine 10 mg plus hydrochlorothiazide 25 mg for the remaining 4 weeks of the study. During the 8 weeks, patients also received 2 placebo tablets. Patients took a total of 4 pills each day orally with water in the morning at approximately 8:00 am, except on the morning of a study visit when they took their study medications after all visit procedures and assessments had been completed"
NCT00765674,E4,Aliskiren / Amlodipine / Hydrochlorothiazide,TRUE,Aliskiren / Amlodipine / Hydrochlorothiazide,"Total, serious adverse events",0,MedDRA,6,309,"Patients received an aliskiren 150 mg tablet, a HCTZ 12.5 mg capsule and a placebo capsule for the first 3 days of treatment. Amlodipine 5 mg was then added for the remainder of the first 4 weeks of treatment. At the end of 4 weeks, patients were force titrated up to aliskiren / amlodipine / hydrochlorothiazide 300/10/25 mg for the remaining 4 weeks of the study. During the 8 weeks, patients also received a placebo tablet. Patients took a total of 4 pills each day orally with water in the morning at approximately 8:00 am, except on the morning of a study visit when they took their study medications after all visit procedures and assessments had been completed"
NCT00765674,E4,Aliskiren / Amlodipine / Hydrochlorothiazide,TRUE,Aliskiren / Amlodipine / Hydrochlorothiazide,"Total, other adverse events",5,MedDRA,29,309,"Patients received an aliskiren 150 mg tablet, a HCTZ 12.5 mg capsule and a placebo capsule for the first 3 days of treatment. Amlodipine 5 mg was then added for the remainder of the first 4 weeks of treatment. At the end of 4 weeks, patients were force titrated up to aliskiren / amlodipine / hydrochlorothiazide 300/10/25 mg for the remaining 4 weeks of the study. During the 8 weeks, patients also received a placebo tablet. Patients took a total of 4 pills each day orally with water in the morning at approximately 8:00 am, except on the morning of a study visit when they took their study medications after all visit procedures and assessments had been completed"
NCT00777946,E1,Aliskiren 300 mg/Amlodipine 10 mg,TRUE,Aliskiren 300 mg/Amlodipine 10 mg,"Total, serious adverse events",0,MedDRA,3,282,Participants received 1 Aliskiren/Amlodipine 300/10mg tablet + 1 Placebo to Aliskiren tablet once daily in the morning for 8 weeks.
NCT00777946,E1,Aliskiren 300 mg/Amlodipine 10 mg,TRUE,Aliskiren 300 mg/Amlodipine 10 mg,"Total, other adverse events",5,MedDRA,26,282,Participants received 1 Aliskiren/Amlodipine 300/10mg tablet + 1 Placebo to Aliskiren tablet once daily in the morning for 8 weeks.
NCT00777946,E2,Aliskiren 300 mg/Amlodipine 5 mg,TRUE,Aliskiren 300 mg/Amlodipine 5 mg,"Total, serious adverse events",0,MedDRA,4,276,Participants received 1 Aliskiren/Amlodipine 300/5mg tablet + 1 Placebo to Aliskiren tablet once daily in the morning for 8 weeks.
NCT00777946,E2,Aliskiren 300 mg/Amlodipine 5 mg,TRUE,Aliskiren 300 mg/Amlodipine 5 mg,"Total, other adverse events",5,MedDRA,6,276,Participants received 1 Aliskiren/Amlodipine 300/5mg tablet + 1 Placebo to Aliskiren tablet once daily in the morning for 8 weeks.
NCT00777946,E3,Aliskiren 300 mg,TRUE,Aliskiren 300 mg,"Total, serious adverse events",0,MedDRA,1,260,Participants received 1 Aliskiren 300 mg tablet + 1 Placebo to Aliskiren/Amlodipine tablet orally once daily in the morning for 8 weeks.
NCT00777946,E3,Aliskiren 300 mg,TRUE,Aliskiren 300 mg,"Total, other adverse events",5,MedDRA,1,260,Participants received 1 Aliskiren 300 mg tablet + 1 Placebo to Aliskiren/Amlodipine tablet orally once daily in the morning for 8 weeks.
NCT00778921,E1,Aliskiren 300mg/ Amlodipine 10mg,FALSE,,"Total, serious adverse events",0,MedDRA,4,279,Aliskiren 300mg/ Amlodipine 10mg
NCT00778921,E1,Aliskiren 300mg/ Amlodipine 10mg,FALSE,,"Total, other adverse events",5,MedDRA,31,279,Aliskiren 300mg/ Amlodipine 10mg
NCT00778921,E2,Aliskiren 150mg/ Amlodipine 10mg,FALSE,,"Total, serious adverse events",0,MedDRA,1,283,Aliskiren 150mg/ Amlodipine 10mg
NCT00778921,E2,Aliskiren 150mg/ Amlodipine 10mg,FALSE,,"Total, other adverse events",5,MedDRA,35,283,Aliskiren 150mg/ Amlodipine 10mg
NCT00778921,E3,Amlodipine 10mg,FALSE,,"Total, serious adverse events",0,MedDRA,0,281,Amlodipine 10mg
NCT00778921,E3,Amlodipine 10mg,FALSE,,"Total, other adverse events",5,MedDRA,40,281,Amlodipine 10mg
NCT00787605,E1,Aliskiren/HCTZ,TRUE,Aliskiren/HCTZ,"Total, serious adverse events",0,MedDRA,3,428,Aliskiren / HCTZ 150/12.5 mg for 1 week followed by 300/25 mg for 7 weeks
NCT00787605,E1,Aliskiren/HCTZ,TRUE,Aliskiren/HCTZ,"Total, other adverse events",5,MedDRA,28,428,Aliskiren / HCTZ 150/12.5 mg for 1 week followed by 300/25 mg for 7 weeks
NCT00787605,E2,Amlodipine,TRUE,Amlodipine,"Total, serious adverse events",0,MedDRA,4,431,Amlodipine 5 mg for 1 week followed by 10 mg for 7 weeks
NCT00787605,E2,Amlodipine,TRUE,Amlodipine,"Total, other adverse events",5,MedDRA,86,431,Amlodipine 5 mg for 1 week followed by 10 mg for 7 weeks
NCT00797316,E1,Aliskiren/HCTZ,TRUE,Aliskiren/HCTZ,"Total, serious adverse events",0,MedDRA,3,267,Aliskiren (150 mg) plus Hydrochlorothiazide (12.5 mg) for one week. Subsequently up-titrated to Aliskiren (300 mg) plus Hydrochlorothiazide (25 mg). Medication was taken once daily in oral form.
NCT00797316,E1,Aliskiren/HCTZ,TRUE,Aliskiren/HCTZ,"Total, other adverse events",5,MedDRA,13,267,Aliskiren (150 mg) plus Hydrochlorothiazide (12.5 mg) for one week. Subsequently up-titrated to Aliskiren (300 mg) plus Hydrochlorothiazide (25 mg). Medication was taken once daily in oral form.
NCT00797316,E2,Aliskiren,TRUE,Aliskiren,"Total, serious adverse events",0,MedDRA,4,265,Aliskiren (150 mg) for one week. Subsequently up-titrated to Aliskiren (300 mg). Medication was taken once daily in oral form.
NCT00797316,E2,Aliskiren,TRUE,Aliskiren,"Total, other adverse events",5,MedDRA,18,265,Aliskiren (150 mg) for one week. Subsequently up-titrated to Aliskiren (300 mg). Medication was taken once daily in oral form.
NCT00809926,E1,Valsartan/ Aliskiren,FALSE,,"Total, serious adverse events",0,MedDRA,5,232,Valsartan/aliskiren (160/150mg) for 2 weeks followed by forced titration to valsartan/aliskiren (320/300mg) for the remaining 6 weeks
NCT00809926,E1,Valsartan/ Aliskiren,FALSE,,"Total, other adverse events",5,MedDRA,14,232,Valsartan/aliskiren (160/150mg) for 2 weeks followed by forced titration to valsartan/aliskiren (320/300mg) for the remaining 6 weeks
NCT00809926,E2,Valsartan,TRUE,Valsartan,"Total, serious adverse events",0,MedDRA,3,219,Valsartan (160mg) for 2weeks followed by forced titration toValsartan (320mg) for the remaining 6 weeks
NCT00809926,E2,Valsartan,TRUE,Valsartan,"Total, other adverse events",5,MedDRA,15,219,Valsartan (160mg) for 2weeks followed by forced titration toValsartan (320mg) for the remaining 6 weeks
NCT00841672,E1,Aliskiren/Amlodipine 300/10 mg Tablet,TRUE,Aliskiren/Amlodipine 300/10 mg Tablet,"Total, serious adverse events",0,MedDRA,0,243,"Aliskiren/amlodipine treatment regimen: At randomization, patients were treated with aliskiren/amlodipine 150/5 mg for one week. For the remaining 7 weeks of the study, patients were force-titrated to receive aliskiren/amlodipine 300/10 mg."
NCT00841672,E1,Aliskiren/Amlodipine 300/10 mg Tablet,TRUE,Aliskiren/Amlodipine 300/10 mg Tablet,"Total, other adverse events",5,MedDRA,41,243,"Aliskiren/amlodipine treatment regimen: At randomization, patients were treated with aliskiren/amlodipine 150/5 mg for one week. For the remaining 7 weeks of the study, patients were force-titrated to receive aliskiren/amlodipine 300/10 mg."
NCT00841672,E2,Amlodipine 10 mg Capsule,TRUE,Amlodipine 10 mg Capsule,"Total, serious adverse events",0,MedDRA,3,241,"Amlodipine treatment regimen: At randomization, patients were treated with amlodipine 5 mg for one week. For the remaining 7 weeks of the study, patients were force-titrated to receive amlodipine 10 mg."
NCT00841672,E2,Amlodipine 10 mg Capsule,TRUE,Amlodipine 10 mg Capsule,"Total, other adverse events",5,MedDRA,56,241,"Amlodipine treatment regimen: At randomization, patients were treated with amlodipine 5 mg for one week. For the remaining 7 weeks of the study, patients were force-titrated to receive amlodipine 10 mg."
NCT00846365,E1,Azilsartan Medoxomil 20-40mg Plus Chlorthalidone 12.5-25 mg QD,TRUE,Azilsartan Medoxomil 20-40mg Plus Chlorthalidone 12.5-25 mg QD,"Total, serious adverse events",0,MedDRA 13.0,4,372,"Azilsartan medoxomil 20 mg and chlorthalidone 12.5 mg, tablets, orally, and olmesartan medoxomil-hydrochlorothiazide placebo tablets once daily for 8 weeks.
If participant does not achieve target blood pressure at Week 4, then the dosage will be increased to azilsartan medoxomil 40 mg and chlorthalidone 25 mg, tablets, orally, once daily for the remaining 4 weeks."
NCT00846365,E1,Azilsartan Medoxomil 20-40mg Plus Chlorthalidone 12.5-25 mg QD,TRUE,Azilsartan Medoxomil 20-40mg Plus Chlorthalidone 12.5-25 mg QD,"Total, other adverse events",5,MedDRA 13.0,66,372,"Azilsartan medoxomil 20 mg and chlorthalidone 12.5 mg, tablets, orally, and olmesartan medoxomil-hydrochlorothiazide placebo tablets once daily for 8 weeks.
If participant does not achieve target blood pressure at Week 4, then the dosage will be increased to azilsartan medoxomil 40 mg and chlorthalidone 25 mg, tablets, orally, once daily for the remaining 4 weeks."
NCT00846365,E2,Azilsartan Medoxomil 40-80mg Plus Chlorthalidone 12.5-25 mg QD,TRUE,Azilsartan Medoxomil 40-80mg Plus Chlorthalidone 12.5-25 mg QD,"Total, serious adverse events",0,MedDRA 13.0,8,357,"Azilsartan medoxomil 40 mg and chlorthalidone 12.5, mg, tablets, orally, and olmesartan medoxomil-hydrochlorothiazide placebo tablets once daily for 8 weeks.
If participant does not achieve target blood pressure at Week 4, then the dosage will be increased to azilsartan medoxomil 80 mg and chlorthalidone 25 mg, tablets, orally, once daily for the remaining 4 weeks."
NCT00846365,E2,Azilsartan Medoxomil 40-80mg Plus Chlorthalidone 12.5-25 mg QD,TRUE,Azilsartan Medoxomil 40-80mg Plus Chlorthalidone 12.5-25 mg QD,"Total, other adverse events",5,MedDRA 13.0,72,357,"Azilsartan medoxomil 40 mg and chlorthalidone 12.5, mg, tablets, orally, and olmesartan medoxomil-hydrochlorothiazide placebo tablets once daily for 8 weeks.
If participant does not achieve target blood pressure at Week 4, then the dosage will be increased to azilsartan medoxomil 80 mg and chlorthalidone 25 mg, tablets, orally, once daily for the remaining 4 weeks."
NCT00846365,E3,Olmesartan Medoxomil 20-40mg/Hydrochlorothiazide 12.5-25mg QD,TRUE,Olmesartan Medoxomil 20-40mg/Hydrochlorothiazide 12.5-25mg QD,"Total, serious adverse events",0,MedDRA 13.0,6,356,"Olmesartan medoxomil 20 mg/hydrochlorothiazide 12.5 mg, tablets, orally, and Azilsartan medoxomil and chlorthalidone placebo-matching tablets, orally, once daily for 8 weeks.
If participant does not achieve target blood pressure at Week 4, then the dosage will be increased to olmesartan medoxomil 40 mg/hydrochlorothiazide 25 mg, tablets, orally, once daily for the remaining 4 weeks."
NCT00846365,E3,Olmesartan Medoxomil 20-40mg/Hydrochlorothiazide 12.5-25mg QD,TRUE,Olmesartan Medoxomil 20-40mg/Hydrochlorothiazide 12.5-25mg QD,"Total, other adverse events",5,MedDRA 13.0,56,356,"Olmesartan medoxomil 20 mg/hydrochlorothiazide 12.5 mg, tablets, orally, and Azilsartan medoxomil and chlorthalidone placebo-matching tablets, orally, once daily for 8 weeks.
If participant does not achieve target blood pressure at Week 4, then the dosage will be increased to olmesartan medoxomil 40 mg/hydrochlorothiazide 25 mg, tablets, orally, once daily for the remaining 4 weeks."
NCT00853957,E1,Aliskiren/Amlodipine,TRUE,Aliskiren/Amlodipine,"Total, serious adverse events",0,MedDRA,1,220,Aliskiren/Amlodipine 150 mg/5 mg titrated to 300 mg/10 mg
NCT00853957,E1,Aliskiren/Amlodipine,TRUE,Aliskiren/Amlodipine,"Total, other adverse events",5,MedDRA,25,220,Aliskiren/Amlodipine 150 mg/5 mg titrated to 300 mg/10 mg
NCT00853957,E2,Amlodipine,TRUE,Amlodipine,"Total, serious adverse events",0,MedDRA,1,223,Amlodipine 5mg titrated to 10 mg
NCT00853957,E2,Amlodipine,TRUE,Amlodipine,"Total, other adverse events",5,MedDRA,31,223,Amlodipine 5mg titrated to 10 mg
NCT00860262,E1,T80+A10,TRUE,T80+A10,"Total, serious adverse events",0,MedDRA 12.1,3,421,Telmisartan 80 mg plus Amlodipine 10 mg once daily (T80+A10)
NCT00860262,E1,T80+A10,TRUE,T80+A10,"Total, other adverse events",5,MedDRA 12.1,67,421,Telmisartan 80 mg plus Amlodipine 10 mg once daily (T80+A10)
NCT00860262,E2,Telmisartan 80 mg,TRUE,Telmisartan 80 mg,"Total, serious adverse events",0,MedDRA 12.1,2,217,Telmisartan 80 mg once daily (T80)
NCT00860262,E2,Telmisartan 80 mg,TRUE,Telmisartan 80 mg,"Total, other adverse events",5,MedDRA 12.1,25,217,Telmisartan 80 mg once daily (T80)
NCT00860262,E3,Amlodipine 10 mg,TRUE,Amlodipine 10 mg,"Total, serious adverse events",0,MedDRA 12.1,2,220,Amlodipine 10 mg once daily (A10)
NCT00860262,E3,Amlodipine 10 mg,TRUE,Amlodipine 10 mg,"Total, other adverse events",5,MedDRA 12.1,42,220,Amlodipine 10 mg once daily (A10)
NCT00865020,E1,Aliskiren 300 mg,TRUE,Aliskiren 300 mg,"Total, serious adverse events",0,MedDRA,3,411,Aliskiren tablets starting at a dose of 150 mg taken orally daily for 2 weeks followed by a dose of 300 mg taken orally for 10 weeks and placebo (withdrawal) for one week. Participants took Placebo to Aliskiren: 1 tablet for the first 2 weeks and 2 tablets during the one week withdrawal period.
NCT00865020,E1,Aliskiren 300 mg,TRUE,Aliskiren 300 mg,"Total, other adverse events",5,MedDRA,15,411,Aliskiren tablets starting at a dose of 150 mg taken orally daily for 2 weeks followed by a dose of 300 mg taken orally for 10 weeks and placebo (withdrawal) for one week. Participants took Placebo to Aliskiren: 1 tablet for the first 2 weeks and 2 tablets during the one week withdrawal period.
NCT00865020,E2,Telmisartan 80 mg,TRUE,Telmisartan 80 mg,"Total, serious adverse events",0,MedDRA,5,403,Telmisartan capsules starting at a dose of 40 mg taken orally daily for 2 weeks followed by a dose of 80 mg taken orally daily for 10 weeks and placebo (withdrawal) for one week. Participants took Placebo to Telmisartan: 1 capsule for the first 2 weeks and 2 capsules during the one week withdrawal period.
NCT00865020,E2,Telmisartan 80 mg,TRUE,Telmisartan 80 mg,"Total, other adverse events",5,MedDRA,32,403,Telmisartan capsules starting at a dose of 40 mg taken orally daily for 2 weeks followed by a dose of 80 mg taken orally daily for 10 weeks and placebo (withdrawal) for one week. Participants took Placebo to Telmisartan: 1 capsule for the first 2 weeks and 2 capsules during the one week withdrawal period.
NCT00877929,E1,Telmisartan 80 mg + Amlodipine 10 mg,TRUE,Telmisartan 80 mg + Amlodipine 10 mg,"Total, serious adverse events",0,MedDRA version 13.0,3,352,Once daily Telmisartan 80 mg (T80) / Amlodipine 5 mg (A5) tablet for first 2 weeks then Telmisartan 80 mg (T80) / Amlodipine 10 mg (A10) tablet for 6 weeks.
NCT00877929,E1,Telmisartan 80 mg + Amlodipine 10 mg,TRUE,Telmisartan 80 mg + Amlodipine 10 mg,"Total, other adverse events",5,MedDRA (13.0),62,352,Once daily Telmisartan 80 mg (T80) / Amlodipine 5 mg (A5) tablet for first 2 weeks then Telmisartan 80 mg (T80) / Amlodipine 10 mg (A10) tablet for 6 weeks.
NCT00877929,E2,Amlodipine 10 mg,TRUE,Amlodipine 10 mg,"Total, serious adverse events",0,MedDRA version 13.0,4,354,Once daily Placebo / Amlodipine 5 mg (A5) tablet for first 2 weeks then Placebo / Amlodipine 10 mg (A10) tablet for 6 weeks.
NCT00877929,E2,Amlodipine 10 mg,TRUE,Amlodipine 10 mg,"Total, other adverse events",5,MedDRA (13.0),71,354,Once daily Placebo / Amlodipine 5 mg (A5) tablet for first 2 weeks then Placebo / Amlodipine 10 mg (A10) tablet for 6 weeks.
NCT00902304,E1,Pre-randomization,FALSE,,"Total, serious adverse events",0,MedDRA,27,2185,Pre-randomization
NCT00902304,E1,Pre-randomization,FALSE,,"Total, other adverse events",5,MedDRA,95,2185,Pre-randomization
NCT00902304,E2,Usual Care,TRUE,Usual Care,"Total, serious adverse events",0,MedDRA,24,524,Physicians applied their usual pattern of patient visits and treatment strategies to achieve individualized blood pressure target
NCT00902304,E2,Usual Care,TRUE,Usual Care,"Total, other adverse events",5,MedDRA,47,524,Physicians applied their usual pattern of patient visits and treatment strategies to achieve individualized blood pressure target
NCT00902304,E3,Monotherapy (Initial Monotherapy Arm),TRUE,Monotherapy (Initial Monotherapy Arm),"Total, serious adverse events",0,MedDRA,15,360,"Physicians utilized valsartan 160mg per day for 6 weeks, followed by (if required) dose titrations every 4 weeks thereafter until week 14 (valsartan 320mg per day, then valsartan 320mg plus hydrochlorothiazide (HCTZ) 12.5mg per day, then valsartan 320mg plus HCTZ 25mg per day (maximal dose)). For patients not at blood pressure target at week 18, physicians were requested to consider triple or alternative therapy at their own discretion for the remainder of the study."
NCT00902304,E3,Monotherapy (Initial Monotherapy Arm),TRUE,Monotherapy (Initial Monotherapy Arm),"Total, other adverse events",5,MedDRA,36,360,"Physicians utilized valsartan 160mg per day for 6 weeks, followed by (if required) dose titrations every 4 weeks thereafter until week 14 (valsartan 320mg per day, then valsartan 320mg plus hydrochlorothiazide (HCTZ) 12.5mg per day, then valsartan 320mg plus HCTZ 25mg per day (maximal dose)). For patients not at blood pressure target at week 18, physicians were requested to consider triple or alternative therapy at their own discretion for the remainder of the study."
NCT00902304,E4,Combination (Initial Combination Therapy Arm),TRUE,Combination (Initial Combination Therapy Arm),"Total, serious adverse events",0,MedDRA,22,678,"Physicians initially utilized single tablet combination products of either valsartan plus hydrochlorothiazide (HCTZ) or valsartan plus amlodipine for an initial 6 weeks of therapy (based on the treating physician's preference), with dose titrations (if required) every 4 weeks thereafter until week 10. The maximum dose for the HCTZ combination was valsartan 160mg plus HCTZ 25mg per day. The maximum dose for the amlodipine combination was valsartan 160mg plus amlodipine 10mg per day. For patients who were not at blood pressure target at week 14, physicians were requested to consider triple or alternative therapy at their own discretion for the remainder of the study."
NCT00902304,E4,Combination (Initial Combination Therapy Arm),TRUE,Combination (Initial Combination Therapy Arm),"Total, other adverse events",5,MedDRA,105,678,"Physicians initially utilized single tablet combination products of either valsartan plus hydrochlorothiazide (HCTZ) or valsartan plus amlodipine for an initial 6 weeks of therapy (based on the treating physician's preference), with dose titrations (if required) every 4 weeks thereafter until week 10. The maximum dose for the HCTZ combination was valsartan 160mg plus HCTZ 25mg per day. The maximum dose for the amlodipine combination was valsartan 160mg plus amlodipine 10mg per day. For patients who were not at blood pressure target at week 14, physicians were requested to consider triple or alternative therapy at their own discretion for the remainder of the study."
NCT00902538,E1,Olmesartan(OLM) 40 Mg-Amlodipine(AML) 10 mg,TRUE,Olmesartan(OLM) 40 Mg-Amlodipine(AML) 10 mg,"Total, serious adverse events",0,MedDRA (11.0),18,2204,"The participants in this arm received these 2 drugs for the 8-week, single-blind, run-in Period 1. Participants could then randomized to this same combination for an additional 8 weeks in the double-blind, Period 2."
NCT00902538,E1,Olmesartan(OLM) 40 Mg-Amlodipine(AML) 10 mg,TRUE,Olmesartan(OLM) 40 Mg-Amlodipine(AML) 10 mg,"Total, other adverse events",3,MedDRA (11.0),113,2204,"The participants in this arm received these 2 drugs for the 8-week, single-blind, run-in Period 1. Participants could then randomized to this same combination for an additional 8 weeks in the double-blind, Period 2."
NCT00902538,E2,OLM 40-AML 10-Hydrochlorothiazide (HCTZ) 12.5,TRUE,OLM 40-AML 10-Hydrochlorothiazide (HCTZ) 12.5,"Total, serious adverse events",0,MedDRA (11.0),15,269,"Participants could start receiving this combination in randomized, double-blind, 8-week Period 2. This combination was continued into single-blind, 8-week Period 3 for all participants entering Period 3."
NCT00902538,E2,OLM 40-AML 10-Hydrochlorothiazide (HCTZ) 12.5,TRUE,OLM 40-AML 10-Hydrochlorothiazide (HCTZ) 12.5,"Total, other adverse events",3,MedDRA (11.0),7,269,"Participants could start receiving this combination in randomized, double-blind, 8-week Period 2. This combination was continued into single-blind, 8-week Period 3 for all participants entering Period 3."
NCT00902538,E3,OLM 40-AML 10-HCTZ 25,TRUE,OLM 40-AML 10-HCTZ 25,"Total, serious adverse events",0,MedDRA (11.0),3,270,"Participants could start receiving this combination in randomized, double-blind, 8- week Period 2."
NCT00902538,E3,OLM 40-AML 10-HCTZ 25,TRUE,OLM 40-AML 10-HCTZ 25,"Total, other adverse events",3,MedDRA (11.0),7,270,"Participants could start receiving this combination in randomized, double-blind, 8- week Period 2."
NCT00923091,E1,Olmesartan/Amlodipine/Hydrochlorothiazide 20mg/5mg/12.5 mg,TRUE,Olmesartan/Amlodipine/Hydrochlorothiazide 20mg/5mg/12.5 mg,"Total, serious adverse events",0,MedDRA (11.0),55,329,
NCT00923091,E1,Olmesartan/Amlodipine/Hydrochlorothiazide 20mg/5mg/12.5 mg,TRUE,Olmesartan/Amlodipine/Hydrochlorothiazide 20mg/5mg/12.5 mg,"Total, other adverse events",3,MedDRA (11.0),12,329,
NCT00923091,E2,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/5mg/12.5mg,TRUE,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/5mg/12.5mg,"Total, serious adverse events",0,MedDRA (11.0),9,334,
NCT00923091,E2,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/5mg/12.5mg,TRUE,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/5mg/12.5mg,"Total, other adverse events",3,MedDRA (11.0),44,334,
NCT00923091,E3,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/5mg/25mg,TRUE,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/5mg/25mg,"Total, serious adverse events",0,MedDRA (11.0),22,331,
NCT00923091,E3,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/5mg/25mg,TRUE,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/5mg/25mg,"Total, other adverse events",3,MedDRA (11.0),13,331,
NCT00923091,E4,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/10mg/12.5mg,TRUE,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/10mg/12.5mg,"Total, serious adverse events",0,MedDRA (11.0),3,329,
NCT00923091,E4,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/10mg/12.5mg,TRUE,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/10mg/12.5mg,"Total, other adverse events",3,MedDRA (11.0),39,329,
NCT00923091,E5,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/10mg/25mg,TRUE,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/10mg/25mg,"Total, serious adverse events",0,MedDRA (11.0),7,332,
NCT00923091,E5,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/10mg/25mg,TRUE,Olmesartan/Amlodipine/Hydrochlorothiazide 40mg/10mg/25mg,"Total, other adverse events",3,MedDRA (11.0),45,332,
NCT00923091,E6,Olmesartan/Amlodipine 20mg/5mg,TRUE,Olmesartan/Amlodipine 20mg/5mg,"Total, serious adverse events",0,MedDRA (11.0),1,333,
NCT00923091,E6,Olmesartan/Amlodipine 20mg/5mg,TRUE,Olmesartan/Amlodipine 20mg/5mg,"Total, other adverse events",3,MedDRA (11.0),26,333,
NCT00923091,E7,Olmesartan/Amlodipine 40mg/5mg,TRUE,Olmesartan/Amlodipine 40mg/5mg,"Total, serious adverse events",0,MedDRA (11.0),5,332,
NCT00923091,E7,Olmesartan/Amlodipine 40mg/5mg,TRUE,Olmesartan/Amlodipine 40mg/5mg,"Total, other adverse events",3,MedDRA (11.0),38,332,
NCT00923091,E8,Olmesartan/Amlodipine 40mg/10mg,TRUE,Olmesartan/Amlodipine 40mg/10mg,"Total, serious adverse events",0,MedDRA (11.0),7,325,
NCT00923091,E8,Olmesartan/Amlodipine 40mg/10mg,TRUE,Olmesartan/Amlodipine 40mg/10mg,"Total, other adverse events",3,MedDRA (11.0),30,325,
NCT00926289,E1,Telmisartan 40/80 mg,TRUE,Telmisartan 40/80 mg,"Total, serious adverse events",0,Meddra 13.0,1,294,Telmisartan 40mg once daily for 1 week with forced titration to 80 mg for 6 weeks
NCT00926289,E1,Telmisartan 40/80 mg,TRUE,Telmisartan 40/80 mg,"Total, other adverse events",5,,0,294,Telmisartan 40mg once daily for 1 week with forced titration to 80 mg for 6 weeks
NCT00926289,E2,Telmisartan 40/80 mg + HCTZ 12.5/25 mg,TRUE,Telmisartan 40/80 mg + HCTZ 12.5/25 mg,"Total, serious adverse events",0,Meddra 13.0,0,594,fixed combination of Telmisartan 40mg and HCTZ 12.5 mg once daily for 1 week with forced titration to T80+HCTZ25 for 6 weeks
NCT00926289,E2,Telmisartan 40/80 mg + HCTZ 12.5/25 mg,TRUE,Telmisartan 40/80 mg + HCTZ 12.5/25 mg,"Total, other adverse events",5,,0,594,fixed combination of Telmisartan 40mg and HCTZ 12.5 mg once daily for 1 week with forced titration to T80+HCTZ25 for 6 weeks
NCT00927394,E1,Combination Therapy: Aliskiren + Valsartan,TRUE,Combination Therapy: Aliskiren + Valsartan,"Total, serious adverse events",0,MedDRA,9,574,"To adequately blind the study, patients were required to take a total of 4 tablets/capsules a day (2 tablets and 2 capsules of study drug per day)for 8 weeks. 1 tablet of Aliskiren 150 mg + 1 tablet of placebo Aliskiren 150 mg + 1 capsule of Valsartan 160 mg + 1 capsule of placebo Valsartan 160 mg daily for 2 weeks. Forced titrated to: 2 tablets of Aliskiren 150 mg + 2 capsules of Valsartan 160 mg daily for 6 weeks."
NCT00927394,E1,Combination Therapy: Aliskiren + Valsartan,TRUE,Combination Therapy: Aliskiren + Valsartan,"Total, other adverse events",5,MedDRA,34,574,"To adequately blind the study, patients were required to take a total of 4 tablets/capsules a day (2 tablets and 2 capsules of study drug per day)for 8 weeks. 1 tablet of Aliskiren 150 mg + 1 tablet of placebo Aliskiren 150 mg + 1 capsule of Valsartan 160 mg + 1 capsule of placebo Valsartan 160 mg daily for 2 weeks. Forced titrated to: 2 tablets of Aliskiren 150 mg + 2 capsules of Valsartan 160 mg daily for 6 weeks."
NCT00927394,E2,Monotherapy: Valsartan,TRUE,Monotherapy: Valsartan,"Total, serious adverse events",0,MedDRA,9,565,"To adequately blind the study, patients were required to take a total of 4 tablets/capsules a day (2 tablets and 2 capsules of study drug per day) for 8 weeks. 1 capsule of Valsartan 160 mg + 1 capsule of placebo Valsartan 160 mg + 2 tablets of placebo Aliskiren 150 mg daily for 2 weeks. Forced titrated to: 2 capsules of Valsartan 160 mg + 2 tablets of placebo Aliskiren 150 mg daily for 6 weeks."
NCT00927394,E2,Monotherapy: Valsartan,TRUE,Monotherapy: Valsartan,"Total, other adverse events",5,MedDRA,36,565,"To adequately blind the study, patients were required to take a total of 4 tablets/capsules a day (2 tablets and 2 capsules of study drug per day) for 8 weeks. 1 capsule of Valsartan 160 mg + 1 capsule of placebo Valsartan 160 mg + 2 tablets of placebo Aliskiren 150 mg daily for 2 weeks. Forced titrated to: 2 capsules of Valsartan 160 mg + 2 tablets of placebo Aliskiren 150 mg daily for 6 weeks."
